tweet.id	pub.date.GMT	content	author.name	author.nickname	rating.1	rating.2	rating.3	rating.4	rating.5	rating.6	rating.7	rating.8
456929341851860993	4/17/14 17:56	Muy triste por la partida de Gabo. Su obra hizo gigante el nombre de Colombia. Condolencias a su familia.	jamesdrodriguez	James Rodríguez
456914301388062720	4/17/14 16:57	Gracias infinitas por llenar este mundo con tu magia e imaginación!! #GraciasGabo	FALCAO	Radamel Falcao
456899516717756416	4/17/14 15:58	#Gabo tendrá un lugar privilegiado entre los juglares y junto a San Pedro será Armando Zabaleta quien lo reciba en las puertas del cielo	carlosvives	Carlos Vives
456898735432556545	4/17/14 15:55	RT @JoseloPaba: @carlosvives "A mi me dijeron q iba a conoce' a Gabito, que él era hombre importante pa' la humanidad.." #GraciasGabo	carlosvives	Carlos Vives
456898463599710208	4/17/14 15:54	Parranda de acordeones en el cielo para recibir al padre de "Cien años de soledad" el vallenato más largo #Gabo	carlosvives	Carlos Vives
456898393689059328	4/17/14 15:54	Dear Gabo, you once said that life isn't what one lived, but the life one remembers and how he remembers it to... http://t.co/B3xKMFfx56	shakira	Shakira
456897609911652352	4/17/14 15:50	Ya salí de Barranquilla y paso por la zona bananera, la gente está de luto, murió el hijo del telegrafista Aracataca te espera Gabriel!	carlosvives	Carlos Vives
456896481946243072	4/17/14 15:46	Querido Gabo, alguna vez dijiste que la vida no es la que uno vivió, sino la que uno recuerda... http://t.co/5JLgjYpP2t	shakira	Shakira
456894419170377728	4/17/14 15:38	Los gigantes nunca mueren	JuanManSantos	Juan Manuel Santos
456891283080896512	4/17/14 15:25	Se va el más grande de todos pero se queda su inmortal leyenda ..
Gracias Gabriel Garcia Marquez.	juanes	JUANES
456889231433297920	4/17/14 15:17	Mil años de soledad y tristeza por la muerte del más grande colombiano de todos los tiempos! Solidaridad y condolencias a la Gaba y familia	JuanManSantos	Juan Manuel Santos
tweet.id	pub.date.GMT	content	author.name	author.nickname	rating.1	rating.2	rating.3	rating.4	rating.5	rating.6	rating.7	rating.8456889213926277120	4/17/14 15:17	Maestro García Márquez,gracias siempre,millones de habitantes del Planeta se enamoraron de nuestra Patria en la fascinación de sus renglones	AlvaroUribeVel	Álvaro Uribe Vélez
456853170610651136	4/17/14 12:54	EL NOBEL POR ENCIMA DE TODO via @elcolombiano móvil http://t.co/IMd4JcPV4O	AlvaroUribeVel	Álvaro Uribe Vélez
456852961130336256	4/17/14 12:53	Tweet de @RevistaSemana@RevistaSemana: ¿Fraude electoral en consulados en #Venezuela? Imágenes exclusivas --> http://t.co/ftTa3gVWyH	AlvaroUribeVel	Álvaro Uribe Vélez
456852802564681728	4/17/14 12:52	http://t.co/bjozd4jk5J vía @RevistaSemana http://t.co/c8tCDqy9fY	AlvaroUribeVel	Álvaro Uribe Vélez
456852333452742656	4/17/14 12:50	@BluRadioCo  Ataque de la guerrilla en zona rural de Tame, Arauca, deja un policía muerto y otro gravemente herido, http://t.co/f95EUrovPJ	AlvaroUribeVel	Álvaro Uribe Vélez
456850848753397760	4/17/14 12:45	Comunidad:"Suboficial muerto,4 heridos.Positos de San Pedro Valle. Hechos de la Alirio Torres de Farc.. 03 57 14 - 76 10 36 las coordenadas"	AlvaroUribeVel	Álvaro Uribe Vélez
456850226737713152	4/17/14 12:42	@elespectador: "Presiente Santos se olvidó del campo, lo cambió por las Farc": Uribe http://t.co/mWWDm0quM5 #Política	AlvaroUribeVel	Álvaro Uribe Vélez
456849519347376130	4/17/14 12:39	http://t.co/unxL6YzSW0 Indígenas rescatan soldado secuestrado por Farc	AlvaroUribeVel	Álvaro Uribe Vélez
456828710872567808	4/17/14 11:17	RT @German_Vargas: Les comparto nota de @ELTIEMPO: 'Venimos a hablar bien de Colombia: Vargas Lleras' http://t.co/lWNGAos1BY	JuanManSantos	Juan Manuel Santos
456819220005666816	4/17/14 10:39	Amerita un Twitter; Cipriano López Jannica se suma a la Campaña Zuluaga Presidente! @RadioMagdalena	AlvaroUribeVel	Álvaro Uribe Vélez
456812693710983168	4/17/14 10:13	Todos los amantes de la salsa estamos de luto con la desaparición de Cheo todos caminando tras él en los entierros de mi pobre gente pobre!	carlosvives	Carlos Vives
456811681499189248	4/17/14 10:09	RT @Tropibogota: Si está enamorado recuerde dedicar una buena canción con @CarlosVives #LaFotoDeLosDos http://t.co/w8WJyB6GnP	carlosvives	Carlos Vives
456810017581043712	4/17/14 10:02	Me levanto en Barranquilla oyendo "Juguete" y "Amada mia" de Cheo, huellas imborrables dejo en esta ciudad!	carlosvives	Carlos Vives
456809094339235841	4/17/14 9:59	RT @OIZuluaga: Reafirmo defensa de la propiedad privada, amenazada por: diálogos de La Habana, mafias en la ley de tierras, zonas de reserv…	AlvaroUribeVel	Álvaro Uribe Vélez
456809053902344192	4/17/14 9:59	RT @OIZuluaga: Programa agrícola 11: desarrollo de nuevos productos de frutas y hortalizas para exportar a países con TLC firmados	AlvaroUribeVel	Álvaro Uribe Vélez
tweet.id	pub.date.GMT	content	author.name	author.nickname	rating.1	rating.2	rating.3	rating.4	rating.5	rating.6	rating.7	rating.8456809025124851712	4/17/14 9:58	RT @OIZuluaga: Propuesta agrícola 10: programa formación de jóvenes empresarios agropecuarios, basado en educación, crédito y tecnología	AlvaroUribeVel	Álvaro Uribe Vélez
456809001875828736	4/17/14 9:58	RT @OIZuluaga: Propuesta agrícola 9: No a la firma de nuevos TLC (China y Turquía). Lucha contra el contrabando	AlvaroUribeVel	Álvaro Uribe Vélez
456808973287424002	4/17/14 9:58	RT @OIZuluaga: Propuesta agrícola 8: No al monopolio de semillas transgénicas por multinacionales y defensa de las semillas nativas	AlvaroUribeVel	Álvaro Uribe Vélez
456808949765787648	4/17/14 9:58	RT @OIZuluaga: Propuesta agrícola 7: asociación de pequeños productores para acceso a la capacitación, maquinaria, asistencia técnica y uso…	AlvaroUribeVel	Álvaro Uribe Vélez
456808923152912384	4/17/14 9:58	RT @OIZuluaga: Propuesta agrícola 6: mejoramiento de vías veredales y terciarias y bancos de maquinaria para su mantenimiento	AlvaroUribeVel	Álvaro Uribe Vélez
456808906048552961	4/17/14 9:58	RT @OIZuluaga: Propuesta agrícola 5: reducción en las tarifas de energía	AlvaroUribeVel	Álvaro Uribe Vélez
456808892035395584	4/17/14 9:58	RT @OIZuluaga: Propuesta agrícola 4: exoneración del IVA para la maquinaria agropecuaria	AlvaroUribeVel	Álvaro Uribe Vélez
456808867217690625	4/17/14 9:58	RT @OIZuluaga: Propuesta agrícola 3: reducción del 50 por ciento en el costo de los insumos y fertilizantes	AlvaroUribeVel	Álvaro Uribe Vélez
456808833218650113	4/17/14 9:58	RT @OIZuluaga: Propuesta agrícola 2: bajar las tasas de interés de los créditos. Por cada millón de préstamo, 30 mil pesos de interés anual	AlvaroUribeVel	Álvaro Uribe Vélez
456808798967984128	4/17/14 9:57	RT @OIZuluaga: En Cauca comprobamos el abandono del campo. Propuesta 1: al pequeño campesino hay que perdonarle la deuda	AlvaroUribeVel	Álvaro Uribe Vélez
456808411884048384	4/17/14 9:56	Yo estoy muy triste, mi país también por la muerte de Cheo siempre nos quiso mucho! Hasta siempre Cheo	carlosvives	Carlos Vives
456808256707780609	4/17/14 9:55	RT @rcnlaradio: Uribe advierte de posible racionamiento de agua en la Costa http://t.co/cgeV53Snpk	AlvaroUribeVel	Álvaro Uribe Vélez
456806912374210560	4/17/14 9:50	“Presidente Santos cambió el campo por la terrorista Farc”
http://t.co/S6Idrpn46e	AlvaroUribeVel	Álvaro Uribe Vélez
456805040716386304	4/17/14 9:43	RT @darkkinghjcf: @juanes @TODAYshow sería perfecto que tocaras La Luz para que todos se pongan a bailar :D	juanes	JUANES
456800196874096640	4/17/14 9:23	Leyendo todas sus sugerencias. #LocoDeAmor @TODAYshow	juanes	JUANES
tweet.id	pub.date.GMT	content	author.name	author.nickname	rating.1	rating.2	rating.3	rating.4	rating.5	rating.6	rating.7	rating.8456799531913330689	4/17/14 9:21	RT @bearbuzzzz: @juanes @TODAYshow So many great songs- how do you choose?	juanes	JUANES
456799429840748544	4/17/14 9:20	RT @iamGuadalupe13: @juanes LA LUZ!!!!!!!.Es la mejor asdasd me encanta	juanes	JUANES
456799371510550528	4/17/14 9:20	RT @DesireeSteph13: @juanes Canta DElIRIO!!!!!!!!!!!!!!!!!!!! Es una cancion hermosa para que la cantes en @TODAYshow #LocoDeAmor	juanes	JUANES
456799304137457665	4/17/14 9:20	RT @EwIngelectronic: @juanes @TODAYshow #milpedazos #persiguiendoelsol #laluz sabes que todo el album si es posible....	juanes	JUANES
456799061534720000	4/17/14 9:19	RT @marsevillanort: @juanes @TODAYshow la luz por favor	juanes	JUANES
456798968945467392	4/17/14 9:18	RT @ivanchofg: @juanes Loco de Amor y luego La Luz. Excelente parce	juanes	JUANES
456798887068438530	4/17/14 9:18	RT @AngieReinag: @juanes @TODAYshow  loco de amor seria ideal!!!	juanes	JUANES
456798853379809281	4/17/14 9:18	RT @FuentesTete: @juanes @TODAYshow Mil pedazos o Loco de amor. Son mis favoritas, por favor!	juanes	JUANES
456798683825446912	4/17/14 9:17	RT @Elena211192: @juanes la luz! un beso de rumania	juanes	JUANES
456798601683795970	4/17/14 9:17	RT @Aldannaa2501: @juanes mil pedazos :) te amo hermoso besitos desde argentina! :) #seguime ;)	juanes	JUANES
456798568922484736	4/17/14 9:17	RT @lucentbeam: @juanes Mil Pedazos! O Delirio	juanes	JUANES
456798512475160576	4/17/14 9:17	RT @Reik212: @juanes @TODAYshow Una flor saludos desde México	juanes	JUANES
456798392086429696	4/17/14 9:16	RT @LeonorAgan: @juanes @TODAYshow Una Flor	juanes	JUANES
456798358019915776	4/17/14 9:16	RT @Mar__Rinaldi: @juanes @TODAYshow #LaLuz me encantaria ❤	juanes	JUANES
456798054352293888	4/17/14 9:15	RT @ferrerodana_js: @juanes @TODAYshow #LocoDeAmor completo no se puede!? Si tengo que elegir...Una Flor, Me Enamore de Ti, Laberinto <3	juanes	JUANES
tweet.id	pub.date.GMT	content	author.name	author.nickname	rating.1	rating.2	rating.3	rating.4	rating.5	rating.6	rating.7	rating.8456797920004554753	4/17/14 9:14	RT @pochakita01: @juanes PERSIGUIENDO EL SOL!!!! me encanta esa canción y me identifico un poco con ella	juanes	JUANES
456797877818241024	4/17/14 9:14	RT @ihermari: La Luzzzz!! RT @juanes: Que canción de #LocoDeAmor les gustaría oír en The TODAY Show ? @TODAYshow	juanes	JUANES
456797838727340032	4/17/14 9:14	RT @FeelingAlive4JB: @juanes @TODAYshow Todas!!  Pero Mil Pedazos o La Luz sería buena elección para ese programa :)	juanes	JUANES
456797725367877633	4/17/14 9:13	RT @BMcCarthy10: @juanes mil pedazos!!	juanes	JUANES
456797700638273536	4/17/14 9:13	RT @Paz22_: @juanes @TODAYshow DEBERÍA DE SER "LOCO DE AMOR" no? ☺️✌️✌️	juanes	JUANES
456797639368249344	4/17/14 9:13	RT @daisymboj: @juanes @TODAYshow Laberinto es una cancion bellisima...	juanes	JUANES
456797560531738624	4/17/14 9:13	RT @_erikilla_: @juanes @TODAYshow Todas! Que alegría escucharlas en vivo.	juanes	JUANES
456797505292742656	4/17/14 9:13	RT @everrockero: "@juanes: Que canción de #laluz?@TODAYshow"	juanes	JUANES
456797108905840640	4/17/14 9:11	RT @caritoes2: @juanes @TODAYshow Una flor!!	juanes	JUANES
456797072855797760	4/17/14 9:11	RT @rafaelmorenoesc: @juanes puede ser la luz	juanes	JUANES
456797033722941440	4/17/14 9:11	RT @KarlaHGG: @juanes  Mil Pedazos	juanes	JUANES
456797009224019968	4/17/14 9:11	RT @MeliIraheta: @juanes  LABERINTO 💛	juanes	JUANES
456796969948545024	4/17/14 9:10	RT @JuanesEcuador: @juanes @TODAYshow "Me enamoré de ti"	juanes	JUANES
456796938680025088	4/17/14 9:10	RT @ixDiego: @juanes “Ml Pedazos” sería una canción bastante accequible para ese tipo de audiencia...	juanes	JUANES
456796891653480448	4/17/14 9:10	RT @DaniBri12: @juanes Persiguiendo el Sol :)	juanes	JUANES
tweet.id	pub.date.GMT	content	author.name	author.nickname	rating.1	rating.2	rating.3	rating.4	rating.5	rating.6	rating.7	rating.8456796861093785600	4/17/14 9:10	RT @Carolina_Talero: @juanes @TODAYshow super!!!	juanes	JUANES
456796832765456384	4/17/14 9:10	RT @rosario_reino: @juanes soy fan tuya, te mereces todo, cualquier canción.	juanes	JUANES
456796803631808513	4/17/14 9:10	RT @LORena_9: @juanes @TODAYshow Laberinto Laberinto Laberinto Laberinto Laberinto Laberinto Laberinto Laberinto Labertinto Laberinto Laber…	juanes	JUANES
456796779623624704	4/17/14 9:10	RT @CrissPinzon8: @juanes @TODAYshow Ojala fueran todas, pero como nada mas es 1 me gustaria oir #UnaFlor ♥	juanes	JUANES
456796752696193024	4/17/14 9:10	RT @annelbjuanes: "@juanes: Que canción de #LocoDeAmor les gustaría oír en The TODAY Show ? @TODAYshow" #UnaFlor!!! :)	juanes	JUANES
456796710560628736	4/17/14 9:09	RT @TatianaIruri: @juanes A mi me encantaría escuchar todo el cd jejejeje, podría ser la Luz, Laberinto y Mil Pedazos	juanes	JUANES
456796672241061889	4/17/14 9:09	RT @Carolina_Talero: @juanes @TODAYshow  persiguiendo el sol	juanes	JUANES
456796648329338882	4/17/14 9:09	RT @camimanjarres: @juanes @TODAYshow #UnaFlor o #locodeamor o cualquiera. Todas me encantan	juanes	JUANES
456796629522083840	4/17/14 9:09	RT @MeliIraheta: @juanes  PERSIGUIENDO EL SOL!!!	juanes	JUANES
456796597632761857	4/17/14 9:09	RT @jewelspalace: @juanes @TODAYshow Una flor para Maestra Palacios!!!	juanes	JUANES
456796107113504768	4/17/14 9:07	Que canción de #LocoDeAmor les gustaría oír en The TODAY Show ? @TODAYshow	juanes	JUANES
456795543977463809	4/17/14 9:05	Buenísima noticia! El próximo lunes 21 de abril, estaremos tocando en The TODAY Show @TODAYshow NBC (8am). Ahí nos vemos!	juanes	JUANES
456791534617116672	4/17/14 8:49	"Establecer la paz duradera es obra de la educación”. María Montessori	JuanManSantos	Juan Manuel Santos
456773010444148737	4/17/14 7:35	RT @JuanesUSA: @JUANES Will Perform On The TODAY Show Next Monday, April 21st http://t.co/Zrru3VXPiz via @nombre_de_usuario	juanes	JUANES
456772595153911808	4/17/14 7:34	@_janis_r , hermosura !!!!!!!!!!!! besoss y mas besos hasta la Republica Dominicana! !!!	juanes	JUANES
tweet.id	pub.date.GMT	content	author.name	author.nickname	rating.1	rating.2	rating.3	rating.4	rating.5	rating.6	rating.7	rating.8456772395148120064	4/17/14 7:33	RT @eduardoleon4: @JuanManSantos principal enemigo de la paz, avala el terrorismo no lo combate, los premia con curules en el congreso.@OI…	AlvaroUribeVel	Álvaro Uribe Vélez
456765949996445696	4/17/14 7:07	Gbno Santos, a través de Sergio Jaramillo habla en Harvard de acuerdos de territorialidad con el terrorismo. Con firmeza a enfrentarlos	AlvaroUribeVel	Álvaro Uribe Vélez
456765667677462528	4/17/14 7:06	OPORTUNIDAD Y OPORTUNISMO via @elcolombiano móvil http://t.co/7qG7ebd0jt	AlvaroUribeVel	Álvaro Uribe Vélez
456765245718286336	4/17/14 7:04	9 Pte Santos ha permitido recrudecimiento de Farc y adoptado políticas para acabar con sobrevivientes agricultores caucanos	AlvaroUribeVel	Álvaro Uribe Vélez
456764153101709312	4/17/14 7:00	8. Pte Santos si quiere acabar con empresarios del campo no tiene que dar más vueltas, cómpreles que están aburridos y le venden	AlvaroUribeVel	Álvaro Uribe Vélez
456763771340353536	4/17/14 6:59	7 Pte Santos promueve enfrentamientos entre campesinos con absurdas reclamaciones de tierras, sin defensa para quien es transparente	AlvaroUribeVel	Álvaro Uribe Vélez
456763319819313155	4/17/14 6:57	6 Pte Santos crea incertidumbre que evita el crecimiento necesario para contribuir al 50% de mayor oferta de alimentos para año 2030	AlvaroUribeVel	Álvaro Uribe Vélez
456762898162126848	4/17/14 6:55	5 Pte Santos en acuerdo con Farc pone en riesgo de expropiación a la gente honesta del campo	AlvaroUribeVel	Álvaro Uribe Vélez
456762686274273280	4/17/14 6:54	4. Pte Santos trajo de nuevo inseguridad jurídica al campo,  privando al país del empresario agropecuario	AlvaroUribeVel	Álvaro Uribe Vélez
456762370476769280	4/17/14 6:53	3 Pte Santos en lugar de una política de apoyo al campo acepta presión terrorista por zonas de reserva, territorio de Farc	AlvaroUribeVel	Álvaro Uribe Vélez
456762078397607937	4/17/14 6:52	2 Pte Santos acabó con institucionalidad de gremios agropecuarios, primero acallàndolos, después  desconociéndolos en negociacion	AlvaroUribeVel	Álvaro Uribe Vélez
456760896367230977	4/17/14 6:47	1 Pte Santos se olvidó del campo, lo cambió por la terrorista Farc	AlvaroUribeVel	Álvaro Uribe Vélez
456759273788153859	4/17/14 6:41	RT @billboardbiz: Juanes Announced for Digital Superstar Q&A at Billboard Latin Music Conference http://t.co/3u9Q37i1Du	juanes	JUANES
456754896767680512	4/17/14 6:23	Friend sent me this picture last night. He said this is Patrick Reed's new Boat. Thought it was funny so here it is! http://t.co/5xdnORgBgA	CamiloVillegasR	Camilo Villegas
456619230243205120	4/16/14 21:24	RT @OIZuluaga: Haré política con transparencia, con austeridad en el manejo de los recursos públicos. No más derroche e ineficiencia en la …	AlvaroUribeVel	Álvaro Uribe Vélez
tweet.id	pub.date.GMT	content	author.name	author.nickname	rating.1	rating.2	rating.3	rating.4	rating.5	rating.6	rating.7	rating.8456618868027322368	4/16/14 21:23	Uribe, desde Montería denuncia aumento de Extorsión en Córdoba | La Razón - http://t.co/GlAcOtCd2d	AlvaroUribeVel	Álvaro Uribe Vélez
456579875172675584	4/16/14 18:48	RT @AlbaAdamo: Que regalo el de este Mundial con @carlosvives y la copa de todos con el sabor Colombiano.  Gracias @cocacolacol http://t.co…	carlosvives	Carlos Vives
456567014002147328	4/16/14 17:57	Esta #SemanaSanta2014 todos los colombianos a comer @PezLeonCo, para ayudar a salvar el Caribe colombiano.	JuanManSantos	Juan Manuel Santos
456534801055367168	4/16/14 15:49	Pte Santos hace 4 años fue al Cauca a prometer Seguridad Democrática 
Hizo trampa y ha permitido recuperación y avance terrorista	AlvaroUribeVel	Álvaro Uribe Vélez
456533521436123136	4/16/14 15:44	Oscar Iván en el Cauca en compañía de Paloma Valencia
Mano firme contra invasión terrorista
Corazón grande con empresarios y campesinos	AlvaroUribeVel	Álvaro Uribe Vélez
456533172121899008	4/16/14 15:42	FFAA desactivaron ya carro bomba en Coconuco, Cauca. Ayer hubo otro atentado en la panamericana	AlvaroUribeVel	Álvaro Uribe Vélez
456528688461271040	4/16/14 15:24	En Semana Santa disfruta en familia de los increíbles lugares que tiene Colombia. Les comparto uno de mis preferidos http://t.co/iwyQEvXkKN	JuanManSantos	Juan Manuel Santos
456509568042803201	4/16/14 14:08	Tweet de@AMEcheverria: Lo que decía Chavez acá lo repite @JuanManSantos y miren a Venezuela... @ELTIEMPO @hora20 http://t.co/6LYaFQlLC1	AlvaroUribeVel	Álvaro Uribe Vélez
456499175538962432	4/16/14 13:27	RT @fedecoltenis: Hoy miércoles, en el Club Campestre de Pereira, apoya el mejor tenis nacional sin cédula de ciudadanía en el ITF 15K II C…	ElGirald	Santiago Giraldo
456487622618009600	4/16/14 12:41	Los niños Caucanos nos inspiran para seguir trabajando por el futuro del país con deporte, salud y educación. http://t.co/32wJNo9FJm	JuanManSantos	Juan Manuel Santos
456481240359514112	4/16/14 12:16	RT @PalomaSenadora: @palomavalencial en Santander de Quilichao invita a votar por oizuluaga http://t.co/iCnK2Nk2To	AlvaroUribeVel	Álvaro Uribe Vélez
456479687288434689	4/16/14 12:10	Político pide a Mincomunicaciones 12 mil mill para que Gbno de Sucre compre tabletas porque al Pte Santos hay que reelegirlo con dinero	AlvaroUribeVel	Álvaro Uribe Vélez
456478160654049281	4/16/14 12:04	Pte Santos pregúntele al dr Germán Vargas si es mentiras que uds han propuesto a magistrados candidato a contraloria en violación de la ley!	AlvaroUribeVel	Álvaro Uribe Vélez
456477495542292480	4/16/14 12:01	RT @mluciaramirez: ¿Qué opinan de esta grabación de @lasillavacia de cómo "senadores santistas" querían comprar convención conservadora? ht…	AlvaroUribeVel	Álvaro Uribe Vélez
456475036723851264	4/16/14 11:51	Tweet de @RafaGuarin: Carro bomba en Popayán, información preliminar de @BluRadioCo señala que fue ubicado y está siendo desactivado.	AlvaroUribeVel	Álvaro Uribe Vélez
tweet.id	pub.date.GMT	content	author.name	author.nickname	rating.1	rating.2	rating.3	rating.4	rating.5	rating.6	rating.7	rating.8456474240858877953	4/16/14 11:48	Al Pte Santos hay que elegirlo con dinero dice en Sucre alto político de Bogotá,pide a Mincomunicaciones que mande 12 mil mill para tabletas	AlvaroUribeVel	Álvaro Uribe Vélez
456472792699916288	4/16/14 11:42	RT @joseguerradelae: Min tic va girar 12mil millones a Gober Sucre para comprar tabletas,otro desfalco y órganos de control mirando el ecli…	AlvaroUribeVel	Álvaro Uribe Vélez
456469471524159488	4/16/14 11:29	Hoy por Coupe de France EA Guingamp Vs @ASMFC_MONACO partido clave ( 21:00 Fr - 14:00 Col ) la mejor vibra y de la mano de Dios!	jamesdrodriguez	James Rodríguez
456462533683990528	4/16/14 11:02	Alerta en La Guajira por la muerte de cerca de 3.000 niños
Caracol
El Bienestar Familiar alertó por la falta de… http://t.co/NSqhnH70vi	AlvaroUribeVel	Álvaro Uribe Vélez
456461821495373826	4/16/14 10:59	Concesiones de 4G, las modificaciones que le piden al Gbno equivalen a regresar a la superada 1a generación de concesiones	AlvaroUribeVel	Álvaro Uribe Vélez
456461320700035072	4/16/14 10:57	Gbno Santos a través de Sergio Jaramillo pide permiso en USA para negociar entrega de Colombia a Farc, muchos nos opondremos	AlvaroUribeVel	Álvaro Uribe Vélez
456461109147353088	4/16/14 10:56	"Hay que acabar con el sufrimiento del Cauca ocasionado por el terrorismo de las Farc": @OIZuluaga en visita al Cauca
http://t.co/eYyMF69teb	AlvaroUribeVel	Álvaro Uribe Vélez
456458653176852480	4/16/14 10:46	Desde Popayan recuerdo de mi pre campaña presidencial en 1998: La paz ha sido, es y será siempre mi principal anhelo! http://t.co/nAcxzhMlx2	JuanManSantos	Juan Manuel Santos
456438266820960256	4/16/14 9:25	Junto a Fuleco @FernandoFiore  y @AlbaAdamo nuestra jefa de Coca Cola en USA orgullo colombiano! http://t.co/e1UqSgqGQ3	carlosvives	Carlos Vives
456433127892611073	4/16/14 9:05	Pte Santos somete administración de Bogotá a plazos políticos con el ánimo de lograr apoyo a reelección de seguidores del dr Petro	AlvaroUribeVel	Álvaro Uribe Vélez
456425480439074816	4/16/14 8:34	RT @melpalacios: ¡La Copa de Todos! LIVE 
#DespiertaAmérica #estadiodetodos @FernandoFiore @carlosvives http://t.co/mkmtBt5OEK	carlosvives	Carlos Vives
456425017819930626	4/16/14 8:32	RT @FCUnivision: Miren que emoción!!!! @carlosvives con el trofeo de la Copa Mundial #brazil2014 http://t.co/xwLKVNiVNQ via ( @sherlyny )	carlosvives	Carlos Vives
456415024987123713	4/16/14 7:53	#Audio. Entrevista en La Hora de la Verdad con Dr. Fernando Londoño. 
http://t.co/dGzBDntHXJ	AlvaroUribeVel	Álvaro Uribe Vélez
456413765450219521	4/16/14 7:48	RT @WilliamValdes: Selfie con johnnylozada y @carlosvives #selfieking 👑 http://t.co/WB42czoKDM	carlosvives	Carlos Vives
456407238446313472	4/16/14 7:22	RT @MaynaNevarez: @carlosvives contestará tus preguntas en twitter en @DespiertaAmeric	carlosvives	Carlos Vives
tweet.id	pub.date.GMT	content	author.name	author.nickname	rating.1	rating.2	rating.3	rating.4	rating.5	rating.6	rating.7	rating.8456406619434135552	4/16/14 7:19	RT @amparomaria77: @carlosvives  viendote  en @DespiertaAmeric @EspaCarlosVives disfrutando  desde España!! Te queremos!😚	carlosvives	Carlos Vives
456406271306911745	4/16/14 7:18	RT @DespiertaAmeric: Nuestro jefe @AlbertoCiurana junto a la copa del mundo @carlosvives @alantacher @PerroBermudezTD #UDMundial http://t.c…	carlosvives	Carlos Vives
456406207977103361	4/16/14 7:18	RT @DespiertaAmeric: Quien esta con nosotros esta mañana gozando de @carlosvives @sherlyny y la copa del mundo? RT!! #UDMundial http://t.co…	carlosvives	Carlos Vives
456405010461388801	4/16/14 7:13	Por qué el Gbno Santos se propone sentar Generales de la República con el terrorismo asesino de los soldados?	AlvaroUribeVel	Álvaro Uribe Vélez
456404504573771776	4/16/14 7:11	Embalses sufren sequía y el país teme un Niño antes de junio via @elcolombiano móvil http://t.co/5oOZhhZEU1	AlvaroUribeVel	Álvaro Uribe Vélez
456404020891254784	4/16/14 7:09	RT @MaynaNevarez: @carlosvives en @despiertaameric develan la copa!! http://t.co/L1cUtqy95U	carlosvives	Carlos Vives
456394293817917440	4/16/14 6:30	En la Hora de la Verdad con el dr Fernando Londoño	AlvaroUribeVel	Álvaro Uribe Vélez
456393263574814722	4/16/14 6:26	RT @ClaudiaElenaV: #MasCorazónProfundo #13demayo que felicidad de disco!!! Está impresionante impresionante!!! Gracias @carlosvives @andres…	carlosvives	Carlos Vives
456393136764227584	4/16/14 6:26	RT @ClaudiaElenaV: Rumbo al evento oficial con la Copa del Mundial en Miami oyendo #MasCorazónProfundo emocionados con el nuevo disco!! htt…	carlosvives	Carlos Vives
456392666192678913	4/16/14 6:24	http://t.co/6ihwMzjSns vía @RevistaSemana http://t.co/c8tCDqy9fY Pte 
Santos y microtràfico	AlvaroUribeVel	Álvaro Uribe Vélez
456392429139017728	4/16/14 6:23	RT @DespiertaAmeric: RT si estas listo para un miércoles de parranda con @carlosvives en #DespiertaAmerica #UDMundial	carlosvives	Carlos Vives
456392384465485824	4/16/14 6:23	RT @los40Paraguay: #Suena "El mar de sus ojos" de @carlosvives. 
Linda canción que compartimos contigo desde @los40Paraguay. 
#Pone923	carlosvives	Carlos Vives
456392270552375296	4/16/14 6:22	RT @Univision: ¡No te pierdas @carlosvives HOY en @DespiertaAmeric! 7AM/6C #UDMundial http://t.co/8fPw37MZ6n	carlosvives	Carlos Vives
456389636193931265	4/16/14 6:12	http://t.co/oPxL8cOPF7 Fernando Londoño. A la desesperada	AlvaroUribeVel	Álvaro Uribe Vélez
456245987401416704	4/15/14 20:41	RT @alejo_maestre: Confirmado @carlosvives aquí en @Valledupar el 3 de mayo  http://t.co/JgC400VNzA"	carlosvives	Carlos Vives
tweet.id	pub.date.GMT	content	author.name	author.nickname	rating.1	rating.2	rating.3	rating.4	rating.5	rating.6	rating.7	rating.8456245477441564672	4/15/14 20:39	Hey no me van a creer lo que Stoichkov me dijo ... q entrenaba en el Barcelona con el caballito! Gracias maestro! http://t.co/52kA8kzDgf	carlosvives	Carlos Vives
456241718955098112	4/15/14 20:24	Esta es la publicidad de la reelección del Pte Santos en algunos aeropuertos http://t.co/zyJX3K2yTL	AlvaroUribeVel	Álvaro Uribe Vélez
456240242303844353	4/15/14 20:18	#LaCopadetodos una campaña ejemplo de inclusión #CocaCola #TrophyTour http://t.co/B1555Wbnei	carlosvives	Carlos Vives
456239352696143872	4/15/14 20:15	Analizando el mundial con la profe Vásquez y pensando en la calidad que hay en nuestra selección… http://t.co/iJE3nzTUoC	carlosvives	Carlos Vives
456238191373463552	4/15/14 20:10	El tema de inseguridad es generalizado en toda Colombia. @OIZuluaga tiene una política muy firme para que el país recupere la seguridad.	AlvaroUribeVel	Álvaro Uribe Vélez
456237198262931456	4/15/14 20:06	#Montería. Agricultores: "Aumenta deterioro de vías terciarias en Córdoba, y el invierno no ha empezado aún".	AlvaroUribeVel	Álvaro Uribe Vélez
456236643369107456	4/15/14 20:04	#Montería.Denuncia:"Con ZonasReservasCampesinas,Farc quieren doble de tierra cultivada que tienen campesinos de COL,más de 9millones de Has"	AlvaroUribeVel	Álvaro Uribe Vélez
